n,a,m,e,",",b,e,e,r,",",b,a,r
Lois Gomez,Boston Red,Brewery at Martha's Vineyard
Blake Park,Wachusetts IPA,Mercury Brewing Company
Daniel Simmons,Lewmeister Oktoberfest,Buzzards Bay Brewing Inc.
Katie Bates,Samuel Adams Utopias MMIV,Brewery at Martha's Vineyard
Janie Manning,Puffers Smoked Porter,New Century Brewing Company
Winifred Norman,Samuel Adams Triplebock 1994,Brewery at Martha's Vineyard
Leroy Webb,Samuel Adams Triplebock 1995,Commonwealth Brewing #1
Blake Turner,Harpoon Brown Session Ale,John Harvard's Brew House - Harvard Square
Genevieve Arnold,Ipswich Winter,New Century Brewing Company
Lois Abbott,Framingham Maibock,John Harvard's Brew House - Harvard Square
Amy Munoz,Hops Explosion IPA,Harpoon Brewery - Boston
Connor Ward,Harpoon Ale,Paper City Brewing Company
Anthony Douglas,Longshot Black Lager,Cambridge Brewing
Lottie Kelley,Golden Ale,Cambridge Brewing
Miguel Patton,Buckeye Oatmeal Stout,John Harvard's Brew House - Framingham
Lester Huff,Workingman's Wheat,Harpoon Brewery - Boston
Louise Stevenson,Hops Explosion IPA,Cape Ann Brewing
Celia Patton,Wheaten Ale,Cambridge Brewing
Daisy Bridges,Samuel Adams Imperial Stout,Harpoon Brewery - Boston
Willie Jacobs,Harpoon Winter Warmer,Wachusetts Brewing Company
Mollie Tyler,Two Sisters Imperial Stout,Commonwealth Brewing #1
Jeanette Boone,IPA,Cambridge Brewing
Olivia Kelly,Amber Ale,Buzzards Bay Brewing Inc.
Dora Day,North Pleasant Pale Ale,Wachusetts Brewing Company
Keith Gordon,Samuel Adams Chocolate Bock,Harpoon Brewery - Boston
Gussie Gutierrez,Green Monsta Ale,Buzzards Bay Brewing Inc.
Jeanette Nelson,Extra Stout,Mercury Brewing Company
Lillian Waters,1084 Barleywine,Watch City Brewing
Carolyn Knight,Samuel Adams Brown Ale,Wachusetts Brewing Company
Jayden Olson,Dark Element,Brewery at Martha's Vineyard
Francisco Montgomery,Samuel Adams Blackberry Witbier,New Century Brewing Company
Emma Freeman,Samuel Adams Imperial White,John Harvard's Brew House - Framingham
Alex May,Samuel Adams Noble Pils,Cambridge Brewing
Carl Roberson,Edison Light Beer,Element Brewing Company
Rosa Franklin,Cascade IPA,Paper City Brewing Company
Francisco Willis,Bankers Gold,Mercury Brewing Company
Devin Guerrero,Heather Ale,Mercury Brewing Company
Dennis Phillips,Longshot Hazelnut Brown,Buzzards Bay Brewing Inc.
Micheal Goodman,Puffers Smoked Porter,Paper City Brewing Company
Larry Vargas,Wilmington Roggen Beer,Element Brewing Company
Charlotte Lane,Samuel Adams Cherry Wheat,Brewery at Martha's Vineyard
Stanley Sims,Samuel Adams Boston Ale,Element Brewing Company
Frances Valdez,Samuel Adams Old Fezziwig Ale,Paper City Brewing Company
Lester Terry,Boltwood Bock,Watch City Brewing
Isabelle Hall,1084 Barleywine,Harpoon Brewery - Boston
Effie Floyd,Amber Ale,Boston Beer Works
Johanna Martin,Buckeye Oatmeal Stout,John Harvard's Brew House - Harvard Square
Adele Morrison,Boltwood Bock,Watch City Brewing
Ernest Blair,Puffers Smoked Porter,Cambridge Brewing
Ronnie Wilkins,Samuel Adams Imperial White,Harpoon Brewery - Boston
Jackson Webb,Samuel Adams OctoberFest,Buzzards Bay Brewing Inc.
Kevin Summers,Harpoon Winter Warmer,Brewery at Martha's Vineyard
Katharine Cortez,Wachusetts IPA,Wachusetts Brewing Company
Adelaide Rogers,Tall Tale Pale Ale,Element Brewing Company
Chase Jordan,Wheaten Ale,Boston Beer Company
Corey Hayes,Boston Red,Buzzards Bay Brewing Inc.
Bobby Olson,Glacier Harvest '09 Wet Hop (100 Barrel Series #28),Harpoon Brewery - Boston
Jayden Sharp,Longshot American Pale Ale,Cambridge Brewing
Verna Arnold,Harpoon Brown Session Ale,New Century Brewing Company
Sally Allison,Hops Explosion IPA,Cape Ann Brewing
Marie Scott,Workingman's Wheat,Watch City Brewing
Ricky Rodriquez,Ipswich Original Ale,Cape Ann Brewing
Edward Goodwin,Olde Buzzard Lager,Boston Beer Company
Adeline Newman,Patriots Pilsner,Cape Ann Brewing
Harold Gutierrez,Righteous Red,Buzzards Bay Brewing Inc.
Ollie Mathis,Samuel Adams Imperial Stout,Brewery at Martha's Vineyard
Louisa Howell,Samuel Adams Boston Lager,Harpoon Brewery - Boston
Brian McDonald,Samuel Adams White Ale,New Century Brewing Company
Micheal Dawson,Cambridge Amber,Commonwealth Brewing #1
Lura Wise,Samuel Adams Hefeweizen,Buzzards Bay Brewing Inc.
Jeanette Barker,Samuel Adams Holiday Porter,Mercury Brewing Company
Ryan Crawford,Samuel Adams Blackberry Witbier,Boston Beer Company
Nellie Alexander,Ipswich Winter,Buzzards Bay Brewing Inc.
Ophelia Fletcher,Golden Ale,Commonwealth Brewing #1
Sophie Mullins,Samuel Adams Hallertau Imperial Pilsner,Element Brewing Company
Amelia Diaz,UFO Raspberry Hefeweizen,Buzzards Bay Brewing Inc.
Rebecca Barnett,Wachusetts IPA,Boston Beer Company
Jessie Todd,Samuel Adams Coastal Wheat,Buzzards Bay Brewing Inc.
Leonard Porter,Samuel Adams Boston Lager,Cambridge Brewing
Marguerite Huff,Graduation Ale,New Century Brewing Company
Danny Parks,Lewmeister Oktoberfest,Wachusetts Brewing Company
Clyde Fitzgerald,Harpoon Brown Session Ale,Watch City Brewing
Calvin Mills,Edison Light Beer,Buzzards Bay Brewing Inc.
Francisco Brock,Samuel Adams Scotch Ale,Harpoon Brewery - Boston
Warren Harrison,Dark Element,Buzzards Bay Brewing Inc.
Virginia McKenzie,Ipswich Harvest,Cambridge Brewing
Brent Roberts,Ipswich Oatmeal Stout,Cambridge Brewing
Eleanor Maxwell,Samuel Adams Blackberry Witbier,Paper City Brewing Company
Leila Bates,Golden Ale,Element Brewing Company
Frank Santos,Samuel Adams Old Fezziwig Ale,Mercury Brewing Company
Joe Curtis,Heather Ale,Cape Ann Brewing
Ronald Conner,Amber Ale,Buzzards Bay Brewing Inc.
Alfred Ortiz,Samuel Adams Boston Lager,Brewery at Martha's Vineyard
Melvin Wise,Harpoon Celtic Ale,Brewery at Martha's Vineyard
Randy McGee,Samuel Adams OctoberFest,Cambridge Brewing
Shawn Nelson,Samuel Adams Chocolate Bock,Boston Beer Company
Della Wise,Ipswich Summer,New Century Brewing Company
Delia Patrick,Samuel Adams Blackberry Witbier,Commonwealth Brewing #1
Edgar Lopez,Olde #8 Anniversary Ale,John Harvard's Brew House - Harvard Square
Lucile Martinez,Hops Explosion IPA,John Harvard's Brew House - Harvard Square
Lois Dean,Workingman's Wheat,Commonwealth Brewing #1
Adrian Moody,Wachusetts IPA,Cambridge Brewing
Isaiah Lyons,Ipswich Dark Ale,Cape Ann Brewing
Stella Greene,Extra Stout,Harpoon Brewery - Boston
Ida Watson,Longshot American Pale Ale,Mercury Brewing Company
Fannie Lambert,Glacier Harvest '09 Wet Hop (100 Barrel Series #28),Boston Beer Works
Dylan Ellis,Ipswich Winter,Buzzards Bay Brewing Inc.
Olivia Flowers,Samuel Adams Boston Lager,Buzzards Bay Brewing Inc.
Estelle Newton,Harpoon Winter Warmer,Paper City Brewing Company
Delia Casey,Samuel Adams Holiday Porter,Buzzards Bay Brewing Inc.
Elizabeth Murphy,Olde Buzzard Lager,Mercury Brewing Company
Rodney Lambert,Samuel Adams Holiday Porter,Boston Beer Company
Jimmy Scott,Harpoon Brown Session Ale,Cambridge Brewing
Mittie Long,Righteous Red,Mercury Brewing Company
Ivan Banks,IPA,John Harvard's Brew House - Framingham
Philip Lopez,Special Old Ale,John Harvard's Brew House - Harvard Square
Birdie Sullivan,Classic Stout,Boston Beer Works
Elva Watson,Olde Buzzard Lager,New Century Brewing Company
Essie Thomas,Graduation Ale,Boston Beer Company
Brian Peters,Samuel Adams Double Bock,Brewery at Martha's Vineyard
Kate Little,Workingman's Wheat,John Harvard's Brew House - Framingham
Barry Hammond,Regatta Golden,Boston Beer Works
Louisa Valdez,Cascade IPA,Element Brewing Company
Luke Fleming,Righteous Red,New Century Brewing Company
Sophia King,Samuel Adams Holiday Porter,Buzzards Bay Brewing Inc.
Emily Mills,Dark Element,Brewery at Martha's Vineyard
Mittie Holland,Righteous Red,Cambridge Brewing
Alma Love,North Pleasant Pale Ale,Harpoon Brewery - Boston
Iva McBride,Classic Stout,Harpoon Brewery - Boston
Janie Pope,Workingman's Wheat,Harpoon Brewery - Boston
Lewis Harrington,Harpoon UFO Hefeweizen,Buzzards Bay Brewing Inc.
John Fox,Puffers Smoked Porter,Element Brewing Company
Josephine Frank,Wheaten Ale,Wachusetts Brewing Company
Devin Malone,Samuel Adams Blackberry Witbier,Cape Ann Brewing
Paul Christensen,Samuel Adams Hefeweizen,New Century Brewing Company
Charlotte Flowers,Workingman's Wheat,Element Brewing Company
Mittie Walters,Golden Ale,Mercury Brewing Company
Chester Robertson,Honey Pilsner,New Century Brewing Company
Alfred Vaughn,Special Old Ale,Paper City Brewing Company
Susan Pittman,Samuel Adams White Ale,Mercury Brewing Company
Jane Weber,Samuel Adams Cranberry Lambic,Element Brewing Company
Carl Foster,Samuel Adams Cream Stout,John Harvard's Brew House - Framingham
Joe Hawkins,Framingham Maibock,John Harvard's Brew House - Harvard Square
Elmer Cortez,Sam Adams Light,Wachusetts Brewing Company
Jeremy Ramsey,Samuel Adams Spring Ale,Wachusetts Brewing Company
Willie Bryan,Samuel Adams Coastal Wheat,Cape Ann Brewing
Genevieve Daniels,Samuel Adams Scotch Ale,Mercury Brewing Company
Julia Abbott,Heather Ale,Brewery at Martha's Vineyard
Jeffery Erickson,Tall Tale Pale Ale,Cape Ann Brewing
Christopher Moody,Charles River Porter,Element Brewing Company
Rhoda Ryan,Workingman's Wheat,Paper City Brewing Company
Lola Richardson,Samuel Adams Honey Porter,John Harvard's Brew House - Harvard Square
Milton Curry,Samuel Adams Imperial White,Mercury Brewing Company
Ida Steele,Samuel Adams Coastal Wheat,John Harvard's Brew House - Framingham
Carrie Hansen,Ipswich Oatmeal Stout,New Century Brewing Company
Genevieve Bowers,Samuel Adams Imperial Stout,John Harvard's Brew House - Framingham
Estelle Freeman,Longshot American Pale Ale,John Harvard's Brew House - Framingham
Rosa Tyler,Samuel Adams Winter Lager,Cambridge Brewing
Glen Lambert,Samuel Adams Boston Lager,New Century Brewing Company
Rosie Schwartz,Samuel Adams Summer Ale,Boston Beer Works
Roy Peterson,Ipswich Original Ale,Paper City Brewing Company
Alma Salazar,Glacier Harvest '09 Wet Hop (100 Barrel Series #28),Cambridge Brewing
Cora Sanders,Wilmington Roggen Beer,Boston Beer Works
Lee Wallace,Patriots Pilsner,New Century Brewing Company
Jeffery Swanson,Samuel Adams Boston Ale,Wachusetts Brewing Company
Aaron Palmer,Ipswich Winter,Element Brewing Company
Gerald Summers,Ipswich Dark Ale,John Harvard's Brew House - Framingham
Derrick Barnes,Samuel Adams Brown Ale,Element Brewing Company
Alta Daniel,Cascade IPA,Commonwealth Brewing #1
Nathan Morales,Regatta Golden,Watch City Brewing
Marvin Wood,Edison Light Beer,Boston Beer Works
Marguerite Boyd,Samuel Adams Pale Ale,Harpoon Brewery - Boston
Sophia Harvey,Golden Ale,Element Brewing Company
Frances Hamilton,Edison Light Beer,Watch City Brewing
Ida Sutton,Heather Ale,Element Brewing Company
Bradley Henderson,Holyoke Dam Ale,Buzzards Bay Brewing Inc.
Marguerite French,Samuel Adams Black Lager,John Harvard's Brew House - Framingham
Jackson Riley,1084 Barleywine,New Century Brewing Company
Josie Nelson,Samuel Adams Old Fezziwig Ale,Wachusetts Brewing Company
Keith Vasquez,Lewmeister Oktoberfest,Boston Beer Works
Aiden Evans,Samuel Adams Imperial Stout,John Harvard's Brew House - Harvard Square
Olivia Patton,Samuel Adams Imperial Stout,Mercury Brewing Company
Jayden Colon,Hops Explosion IPA,Wachusetts Brewing Company
Linnie Newman,Olde Buzzard Lager,John Harvard's Brew House - Framingham
Timothy Mason,Samuel Adams Pale Ale,Brewery at Martha's Vineyard
Keith Paul,Samuel Adams Triplebock 1994,John Harvard's Brew House - Framingham
Augusta Wise,Samuel Adams Irish Red,John Harvard's Brew House - Framingham
Leonard Richards,Puffers Smoked Porter,Paper City Brewing Company
Ida Armstrong,Special Old Ale,Element Brewing Company
Etta Swanson,Lewmeister Oktoberfest,Boston Beer Company
Theodore Hall,Harpoon Ale,John Harvard's Brew House - Harvard Square
Ollie Townsend,Samuel Adams Cream Stout,Buzzards Bay Brewing Inc.
Grace Hodges,Charles River Porter,Watch City Brewing
Jeff Nunez,Ipswich Summer,Boston Beer Works
Clarence Perez,Samuel Adams Utopias MMIV,Paper City Brewing Company
Bess Rios,Samuel Adams Holiday Porter,Wachusetts Brewing Company
Fanny Franklin,Boltwood Bock,Cape Ann Brewing
Mathilda Simmons,Harpoon Ale,Boston Beer Company
Estelle Brown,Harpoon UFO Hefeweizen,Harpoon Brewery - Boston
Claudia Norman,Edison Light Beer,Paper City Brewing Company
Mae Rhodes,Samuel Adams Boston Ale,New Century Brewing Company
Georgia Martinez,Sam Adams Light,Cambridge Brewing
Albert Baldwin,Samuel Adams OctoberFest,John Harvard's Brew House - Harvard Square
Sara Bass,Samuel Adams Cranberry Lambic,Boston Beer Company
Joshua Ortega,Hercules Stong Ale,John Harvard's Brew House - Framingham
Andre Malone,Ipswich IPA,Brewery at Martha's Vineyard
Maria Ellis,Special Old Ale,Brewery at Martha's Vineyard
Fanny Norris,Holyoke Dam Ale,John Harvard's Brew House - Harvard Square
Eunice Wheeler,Harpoon UFO Hefeweizen,Mercury Brewing Company
Emma McLaughlin,Samuel Adams Spring Ale,Commonwealth Brewing #1
Adelaide Cox,Harpoon UFO Hefeweizen,Brewery at Martha's Vineyard
Leona Nguyen,Samuel Adams Summer Ale,John Harvard's Brew House - Framingham
Adele McBride,Tall Tale Pale Ale,John Harvard's Brew House - Harvard Square
Stanley McCoy,Hercules Stong Ale,Cape Ann Brewing
Lydia Guzman,Ipswich Original Ale,Mercury Brewing Company
Bradley Santos,Samuel Adams Cream Stout,Harpoon Brewery - Boston
Lola Phillips,Half in the Bagpipe,Boston Beer Works
Maggie Thornton,Harpoon Munich Dark,Buzzards Bay Brewing Inc.
Lucille Vargas,Graduation Ale,Wachusetts Brewing Company
Irene Walton,Samuel Adams Coastal Wheat,Boston Beer Company
Viola Joseph,Samuel Adams Holiday Porter,Brewery at Martha's Vineyard
Bill Hunter,Samuel Adams Coastal Wheat,Boston Beer Works
John Hill,Samuel Adams Imperial White,Boston Beer Company
Ryan Hart,1084 Barleywine,Buzzards Bay Brewing Inc.
Sam Ferguson,Ipswich IPA,New Century Brewing Company
Amy Wilkerson,Ipswich Dark Ale,Boston Beer Works
Ethel Carpenter,Longshot Hazelnut Brown,Element Brewing Company
Nathaniel Miles,Special Old Ale,Boston Beer Works
Bessie Phillips,Ipswich Porter,Buzzards Bay Brewing Inc.
Lydia McLaughlin,Bankers Gold,Commonwealth Brewing #1
Antonio Norris,1084 Barleywine,Commonwealth Brewing #1
Jayden Bishop,Boltwood Bock,Brewery at Martha's Vineyard
Sally Grant,Samuel Adams Hefeweizen,Harpoon Brewery - Boston
Lawrence Ward,Samuel Adams Double Bock,Wachusetts Brewing Company
Cynthia Roberts,Classic Stout,Cape Ann Brewing
Alta Wolfe,Patriots Pilsner,John Harvard's Brew House - Harvard Square
Philip Chavez,Special Old Ale,Commonwealth Brewing #1
Harold Cole,Samuel Adams Black Lager,Watch City Brewing
Jose Henry,Samuel Adams Utopias MMIV,John Harvard's Brew House - Harvard Square
Isabel Wood,Samuel Adams Scotch Ale,Element Brewing Company
Allie Peters,North Pleasant Pale Ale,John Harvard's Brew House - Framingham
Maurice Parker,Cambridge Amber,Mercury Brewing Company
Lucinda Berry,Ipswich Harvest,Boston Beer Works
Inez Manning,Hops Explosion IPA,New Century Brewing Company
Isaiah Gonzalez,1084 Barleywine,Brewery at Martha's Vineyard
Chase Cohen,Wheaten Ale,Paper City Brewing Company
Gerald Jones,Samuel Adams Cherry Wheat,Element Brewing Company
Bertie Haynes,Samuel Adams Pale Ale,Brewery at Martha's Vineyard
Jimmy Gardner,Holyoke Dam Ale,John Harvard's Brew House - Framingham
Nathaniel Blair,Harpoon Munich Dark,John Harvard's Brew House - Harvard Square
Patrick Swanson,Ipswich Winter,Wachusetts Brewing Company
Sadie Yates,Special Old Ale,Element Brewing Company
Lois Hamilton,Hops Explosion IPA,Cambridge Brewing
Eunice Frazier,Samuel Adams Triplebock 1995,Cape Ann Brewing
Curtis Richardson,Longshot American Pale Ale,Cape Ann Brewing
Mike Graves,Edison Light Beer,Boston Beer Company
Jimmy Santos,Cambridge Amber,Cambridge Brewing
Amelia Harrison,North Pleasant Pale Ale,John Harvard's Brew House - Framingham
Christine Fernandez,Dark Element,Cape Ann Brewing
Eula Griffith,Two Sisters Imperial Stout,Watch City Brewing
Cordelia Blake,1084 Barleywine,Watch City Brewing
Patrick Guerrero,Puffers Smoked Porter,Buzzards Bay Brewing Inc.
Don Schwartz,Kenmore K̦lsch,Brewery at Martha's Vineyard
Josephine Hardy,Ipswich Oatmeal Stout,John Harvard's Brew House - Framingham
Matthew Carpenter,Two Sisters Imperial Stout,Element Brewing Company
Jeff Obrien,Samuel Adams White Ale,Paper City Brewing Company
Thomas Snyder,Tall Tale Pale Ale,Harpoon Brewery - Boston
Lettie Rogers,Famous Porter,New Century Brewing Company
Rebecca Collier,Wilmington Roggen Beer,Mercury Brewing Company
Theodore Stevens,Samuel Adams Chocolate Bock,Mercury Brewing Company
Stanley Beck,Samuel Adams Cream Stout,Boston Beer Works
Elizabeth Curry,Samuel Adams Spring Ale,New Century Brewing Company
Don Logan,Samuel Adams Utopias MMIV,Watch City Brewing
Gabriel Lynch,Tall Tale Pale Ale,Boston Beer Company
Emma Dunn,Samuel Adams Scotch Ale,Watch City Brewing
Clara Nash,Samuel Adams OctoberFest,Cape Ann Brewing
Stephen Bradley,Wachusetts IPA,Harpoon Brewery - Boston
Annie Moreno,Harpoon Brown Session Ale,Wachusetts Brewing Company
Jonathan Brock,Kenmore K̦lsch,Boston Beer Works
Edward Hunter,Samuel Adams Cranberry Lambic,John Harvard's Brew House - Framingham
Randy Porter,Samuel Adams Cranberry Lambic,Cape Ann Brewing
Shawn Leonard,Sam Adams Light,Watch City Brewing
Minerva Johnson,Samuel Adams Pale Ale,Mercury Brewing Company
Kate Larson,Hercules Stong Ale,Brewery at Martha's Vineyard
Mason Fields,Samuel Adams Triplebock 1994,Watch City Brewing
Ian Sullivan,Tall Tale Pale Ale,New Century Brewing Company
Arthur Reyes,Samuel Adams Imperial Stout,Cambridge Brewing
Iva Byrd,Samuel Adams Hallertau Imperial Pilsner,Brewery at Martha's Vineyard
Kathryn Cunningham,Samuel Adams Triplebock 1995,Paper City Brewing Company
Mitchell Garcia,Samuel Adams Imperial Stout,Boston Beer Company
Henrietta Hardy,Holyoke Dam Ale,Boston Beer Works
Barry Bowers,Samuel Adams Double Bock,Cambridge Brewing
Maria Wagner,Extra Stout,Mercury Brewing Company
Helena Dixon,Samuel Adams Triplebock 1994,Paper City Brewing Company
Arthur Jackson,Wilmington Roggen Beer,Brewery at Martha's Vineyard
Elizabeth Cook,Harpoon Celtic Ale,Boston Beer Works
Edward Gill,Green Monsta Ale,Paper City Brewing Company
Harold Oliver,Samuel Adams Triplebock 1995,John Harvard's Brew House - Harvard Square
Maggie Sandoval,Harpoon Leviathan,Boston Beer Works
Jean Moreno,IPA,Cape Ann Brewing
May Wolfe,Bankers Gold,Boston Beer Works
Virginia Simpson,Samuel Adams Boston Ale,John Harvard's Brew House - Framingham
Kevin Wheeler,Olde Buzzard Lager,Buzzards Bay Brewing Inc.
Jayden Watkins,Samuel Adams Noble Pils,Cape Ann Brewing
Harvey Maldonado,Olde Buzzard Lager,John Harvard's Brew House - Harvard Square
Nina Tyler,Half in the Bagpipe,Element Brewing Company
Erik Waters,Longshot American Pale Ale,Paper City Brewing Company
Isabella Shaw,Harpoon Leviathan,John Harvard's Brew House - Framingham
Myra Simon,Honey Pilsner,Wachusetts Brewing Company
Addie Hall,Graduation Ale,Cambridge Brewing
Harold Perez,Samuel Adams Honey Porter,Watch City Brewing
Johanna Maxwell,Lewmeister Oktoberfest,Buzzards Bay Brewing Inc.
Thomas McKenzie,Samuel Adams Scotch Ale,Wachusetts Brewing Company
Landon Nichols,Samuel Adams White Ale,Harpoon Brewery - Boston
Erik Berry,Hops Explosion IPA,New Century Brewing Company
Jon Farmer,Lewmeister Oktoberfest,Buzzards Bay Brewing Inc.
Antonio Sandoval,Samuel Adams Irish Red,Watch City Brewing
Jay Munoz,Half in the Bagpipe,Cambridge Brewing
Arthur Wood,Two Sisters Imperial Stout,John Harvard's Brew House - Framingham
